Depression level,Mood Level,Gender,Age Range,Category,Recommendation,Link
Moderately Severe,Happy,Female,35-44,Movies and Drama,Good Will Hunting (1997),https://www.imdb.com/title/tt0119217/
Moderately Severe,Happy,Male,20-24,Movies and Drama,The Wizard of Oz (1939),https://www.imdb.com/title/tt0032138/
Mild,Sad,Male,45-54,Movies and Drama,Forrest Gump (1994),https://www.imdb.com/title/tt0109830/
Mild,Neutral,Female,15-19,Movies and Drama,Singin in the Rain,https://www.imdb.com/title/tt0045152/
Moderately Severe,Confused,Prefer not to say,45-54,Movies and Drama,Yes Man Comedy Film,https://www.imdb.com/title/tt1068680/
Minimal,Sad,Female,25-34,Movies and Drama,My Neighbor Totoro film,https://www.imdb.com/title/tt0096283/
Moderately Severe,Confused,Prefer not to say,15-19,Movies and Drama,50 First Dates romcom film,https://www.imdb.com/title/tt0343660/
Moderate,Sad,Male,55-65,Movies and Drama,It's a Wonderful Life film,https://www.imdb.com/title/tt0038650/
Severe,Anxious,Female,25-34,Movies and Drama,Intouchables comedy drama film,https://www.imdb.com/title/tt1675434/
Mild,Calm,Prefer not to say,15-19,Movies and Drama,The Help drama film,https://www.imdb.com/title/tt1454029/
Minimal,Sad,Male,55-65,Movies and Drama,The Sound of Music musical film,https://www.imdb.com/title/tt0059742/
Moderately Severe,Anxious,Female,25-34,Movies and Drama,Yes Man comedy film,https://www.imdb.com/title/tt1068680/
Moderate,Calm,Prefer not to say,15-19,Movies and Drama,Little Miss Sunshine comedy film,https://www.imdb.com/title/tt0449059/
Severe,Sad,Male,55-65,Movies and Drama,The Wizard of Oz fantasy film,https://www.imdb.com/title/tt0032138/
Mild,Anxious,Female,25-34,Movies and Drama,Forrest Gump comedy drama film,https://www.imdb.com/title/tt0109830/
Minimal,Calm,Prefer not to say,15-19,Movies and Drama,The curious case of Benjamin Button film,https://www.imdb.com/title/tt0421715/
Moderately Severe,Sad,Male,55-65,Movies and Drama,Good Will Hunting drama film,https://www.imdb.com/title/tt0119217/
Moderate,Anxious,Female,25-34,Movies and Drama,The Breakfast Club 80s film,https://www.imdb.com/title/tt0088847/
Moderately Severe,Sad,Female,55-65,Movies and Drama,The Intouchables Official Trailer,https://www.youtube.com/watch?v=34WIbmXkewU
Minimal,Neutral,Male,35-44,Movies and Drama,Friends (1994-2004) Official Trailer,https://www.youtube.com/watch?v=IEEbUzffzrk
Mild,Confused,Female,25-34,Physical Health Resources,How to get good sleep ? Dr. Hansaji Yogendra,https://youtu.be/TkrqBXxH6QA?si=rZAoNSBNraZbvwuF
Moderate,Anxious,Male,35-44,Physical Health Resources,The Perfect Morning Routine Every Man Should Do (Science Based),https://youtu.be/IrWwEr5n4eE?si=ofbHrityFPh6OMUE
Mild,Sad,Female,20-24,Physical Health Resources,Sadness vs Depression,https://youtu.be/bCI68IfY0D8?si=kw6_27awy8nuLYSP
Moderate,Confused,Male,25-34,Physical Health Resources,The relationship Between Alcohol and Depression with Psychiatrist by Dr. Paul Linde,https://youtu.be/Qvz1z4QzK80?si=8AcDLwbjO_-UhAtf
Minimal,Neutral,Male,45-54,Physical Health Resources,Ask the Expert : Exercise and Depression,https://youtu.be/z8l8I2DA4zA?feature=shared
Moderate,Confused,Prefer not to say,45-54,Physical Health Resources,Connection between better sleep and depression by Psych Hub,https://youtu.be/92Oc8-lnx4k?si=fV5Lu7L-nCvgK27u
Mild,Anxious,Prefer not to say,35-44,Physical Health Resources,Does Physical Health Affect Your Mental Health ?,https://www.juno.care/blog/physical-mental-health
Mild,Confused,Male,20-24,Physical Health Resources,QUICK 10 Minute Ultimate Beginners Workout Low-Impact | The Body Coach TV,https://www.youtube.com/watch?v=zGf-9VVgCDw
Moderate,Neutral,Male,25-34,Physical Health Resources,The Sleep Routine Every Man Should Do (Science Based),https://www.youtube.com/watch?v=h49TDVnMSKo
Severe,Scared,Female,25-34,Physical Health Resources,How to cope with depression,https://www.nhs.uk/mental-health/self-help/tips-and-support/cope-with-depression/
Moderate,Calm,Female,20-24,Physical Health Resources,My Secrets for Eating a Balanced Diet All Week Long,https://www.youtube.com/watch?v=ge6B0d_1zcg
Minimal,Happy,Male,25-34,Physical Health Resources,12 HEALTHY HABITS & TIPS | change your life + feel better long term,https://www.youtube.com/watch?v=QWF9mGtjju4
Minimal,Sad,Female,45-54,Physical Health Resources,Importance of exercise for mood,https://www.youtube.com/watch?v=DsVzKCk066g
Severe,Confused,Female,35-44,Physical Health Resources,Importance of sleep for mental health,https://www.youtube.com/watch?v=92Oc8-lnx4k
Moderate,Sad,Female,45-54,Physical Health Resources,Importance of nutrition for mental health,https://www.helpguide.org/articles/healthy-eating/mental-health-and-food.htm
Mild,Happy,Female,20-24,Physical Health Resources,Self care and mental health video,https://www.youtube.com/watch?v=w0iVTQS8ftg
Minimal,Neutral,Female,25-34,Physical Health Resources,Importance of exercise for mental health,https://www.helpguide.org/articles/healthy-living/the-mental-health-benefits-of-exercise.htm
Moderately Severe,Calm,Female,20-24,Physical Health Resources,Nutrition for mental health video,https://www.youtube.com/watch?v=3dqXHHCc5lA
Minimal,Scared,Female,25-34,Physical Health Resources,Exercise and Mental Health,https://www.helpguide.org/articles/healthy-living/the-mental-health-benefits-of-exercise.htm
Severe,Neutral,Female,35-44,Physical Health Resources,Eating for Mental Health,https://www.helpguide.org/home-pages/healthy-eating.htm
Moderate,Confused,Female,15-19,Physical Health Resources,Nutrition and Mental Health,https://www.health.harvard.edu/mind-and-mood/foods-linked-to-better-brainpower
Mild,Anxious,Female,35-44,Physical Health Resources,Sleep and Mental Health,https://www.mind.org.uk/information-support/types-of-mental-health-problems/sleep-problems/about-sleep-and-mental-health/
Minimal,Happy,Female,15-19,Physical Health Resources,Mental Health Benefits of Exercise,https://www.youtube.com/watch?v=DsVzKCk066g
Moderately Severe,Calm,Female,35-44,Physical Health Resources,Improving Mental Health Through Diet,https://nutrition.org/how-to-boost-mental-health-through-better-nutrition/
Moderate,Sad,Female,15-19,Physical Health Resources,Mental Health and Exercise,https://www.betterhealth.vic.gov.au/health/healthyliving/exercise-and-mental-health
Severe,Neutral,Female,35-44,Physical Health Resources,Eating for Mental Health,https://www.helpguide.org/articles/healthy-eating/mental-health-and-food.htm
Moderately Severe,Calm,Female,35-44,Physical Health Resources,Improving Mental Health Through Diet,https://www.healthline.com/nutrition/mental-health-diet
Moderate,Neutral,Female,25-34,Physical Health Resources,Exercise and Mental Health,https://www.helpguide.org/articles/healthy-living/the-mental-health-benefits-of-exercise.htm
Mild,Confused,Female,35-44,Physical Health Resources,7 Ways to Optimize Your Nutrition for Mental Health,https://www.youtube.com/watch?v=O1xfOZM8N0A
Minimal,Anxious,Female,45-54,Physical Health Resources,The Mental Health Benefits of Exercise,https://www.helpguide.org/articles/healthy-living/the-mental-health-benefits-of-exercise.htm
Moderately Severe,Happy,Female,55-65,Physical Health Resources,Nutrition for Mental Health,https://nutrition.org/how-to-boost-mental-health-through-better-nutrition/
Moderate,Calm,Female,15-19,Physical Health Resources,7 Ways to Optimize Your Nutrition for Mental Health,https://bigthink.com/neuropsych/diet-mental-health/
Mild,Sad,Female,25-34,Physical Health Resources,How Exercise Can Help Anxiety,https://www.henryford.com/blog/2021/12/how-exercise-can-help-reduce-your-anxiety
Minimal,Scared,Female,35-44,Physical Health Resources,Balancing Nutrition and Exercise for Mental Health,https://www.onlymyhealth.com/how-physical-workout-and-healthy-diet-impact-mental-health-1666871756
Severe,Neutral,Female,45-54,Physical Health Resources,Improving Mental Health Through Exercise,https://www.healthdirect.gov.au/exercise-and-mental-health
Minimal,Calm,Male,45-54,Physical Health Resources,Improve Sleep Hygiene,https://www.sleepfoundation.org/sleep-hygiene
Moderately Severe,Happy,Prefer not to say,15-19,Physical Health Resources,Dance Therapy,https://www.youtube.com/watch?v=VRNS8XTADEU
Severe,Calm,Female,45-54,Physical Health Resources,Walking Exercise with the SUPER Coaches!,https://www.youtube.com/watch?v=AdqrTg_hpEQ
Mild,Calm,Male,55-65,Physical Health Resources,SLEEP HYGIENE - ITS IMPORTANCE & METHODS TO PRACTICE GOOD SLEEP HYGIENE,https://www.youtube.com/watch?v=OdRM9chZHaY&t=5s
Minimal,Confused,Prefer not to say,35-44,Physical Health Resources,Epsom salt baths,https://www.youtube.com/watch?v=kKkcCmOLMvs
Mild,Confused,Female,25-34,Physical Health Resources,How to get good sleep ? Dr. Hansaji Yogendra,https://youtu.be/TkrqBXxH6QA?si=rZAoNSBNraZbvwuF
Moderate,Anxious,Male,35-44,Physical Health Resources,The Perfect Morning Routine Every Man Should Do (Science Based),https://youtu.be/IrWwEr5n4eE?si=ofbHrityFPh6OMUE
Mild,Sad,Female,20-24,Physical Health Resources,Full Body Yoga for Strength & Flexibility |,https://www.youtube.com/watch?v=Eml2xnoLpYE
Moderate,Confused,Male,25-34,Physical Health Resources,The relationship Between Alcohol and Depression with Psychiatrist by Dr. Paul Linde,https://youtu.be/Qvz1z4QzK80?si=8AcDLwbjO_-UhAtf
Minimal,Neutral,Male,45-54,Physical Health Resources,Ask the Expert : Exercise and Depression,https://youtu.be/z8l8I2DA4zA?feature=shared
Moderate,Confused,Prefer not to say,45-54,Physical Health Resources,Connection between better sleep and depression by Psych Hub,https://youtu.be/92Oc8-lnx4k?si=fV5Lu7L-nCvgK27u
Moderate,Neutral,Prefer not to say,35-44,Physical Health Resources,Exercise and Depression,https://www.health.harvard.edu/mind-and-mood/exercise-is-an-all-natural-treatment-to-fight-depression
Minimal,Happy,Prefer not to say,55-65,Physical Health Resources,Fun Daily Exercises for Seniors,https://www.youtube.com/watch?v=EXutCRPTbAk
Mild,Neutral,Female,35-44,Physical Health Resources,Fun Fitness Classes for Beginners,https://www.healthline.com/health/fitness-exercise/fun-workouts
Minimal,Happy,Male,45-54,Physical Health Resources,Morning Routines to Reduce Anxiety,https://www.youtube.com/watch?v=vw1n45pIqXg
Minimal,Happy,Female,20-24,Physical Health Resources,Easy Daily Exercises,https://darebee.com/workouts/easy-daily-workout.html
Moderate,Calm,Female,25-34,Physical Health Resources,Light Daily Stretches,"https://www.bupa.co.uk/newsroom/ourviews/waking-up-stretching#:~:text=Side%20stretch,10%20times%20on%20each%20side."
Mild,Neutral,Prefer not to say,45-54,Physical Health Resources,Yoga Poses for Seniors,https://www.doyou.com/7-yoga-poses-for-seniors-49052/
Moderate,Calm,Female,35-44,Physical Health Resources,Fun Water Aerobics Videos,https://www.youtube.com/watch?v=oa-RA6T_9gk
Moderate,Happy,Female,15-19,Physical Health Resources,Fun HIIT Workouts,https://marathonhandbook.com/hiit-workouts-at-home/
Minimal,Neutral,Female,25-34,Physical Health Resources,5 Fun Cardio Exercises,https://www.healthline.com/health/fitness-exercise/cardio-exercises-list
Minimal,Happy,Female,15-19,Physical Health Resources,Fun Dance Workouts,https://www.youtube.com/watch?v=z-VLMraa3Yc
Minimal,Neutral,Female,15-19,Physical Health Resources,Beginner Strength Training,https://www.youtube.com/watch?v=gji0qsw9O4M
Minimal,Neutral,Female,15-19,Physical Health Resources,Sleep Hygiene: Train Your Brain to Fall Asleep and Sleep Better,https://www.youtube.com/watch?v=fk-_SwHhLLc&vl=en
Mild,Happy,Prefer not to say,45-54,Physical Health Resources,Low-Impact Dance Workout,https://www.youtube.com/watch?v=_nE5FpqViHQ
Minimal,Neutral,Female,15-19,Physical Health Resources,Why Diet Might Be a Big Deal for Mental Health,https://www.google.com/search?sca_esv=e4715417de1c6106&q=healthy+diet+mental+health&tbm=vid&source=lnms&sa=X&ved=2ahUKEwie2oPS1NiEAxXktlYBHX4sD84Q0pQJegQIDBAB&biw=1280&bih=632&dpr=1.5#
Mild,Happy,Prefer not to say,45-54,Physical Health Resources,Best Core Workouts for Seniors,https://www.lifeline.ca/en/resources/core-exercises-for-seniors/
Mild,Happy,Prefer not to say,45-54,Physical Health Resources,Chair Dance Workout for Seniors,https://www.youtube.com/watch?v=yvRMtSbFSU0
Minimal,Happy,Female,35-44,Physical Health Resources,Yoga For Complete Beginners,https://www.youtube.com/watch?v=v7AYKMP6rOE
Mild,Happy,Male,35-44,Physical Health Resources,Exercises for boosting mood and energy,https://www.healthline.com/health/depression/exercise#High-intensity-interval-training
Moderate,Calm,Male,55-65,Physical Health Resources,Walking routine for seniors,https://www.silversneakers.com/blog/9-ways-walking-workout/
Mild,Happy,Female,25-34,Physical Health Resources,HIIT workout for beginners,https://madmuscles.com/step-goal?utm_souce=google&utm_source=google_search&utm_medium=131682052729&utm_campaign=13599463389&utm_content=555878300628&device=c&utm_term=hiit&camp_name=&asn=&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZu080T0vkfsk3Y9wyP56UgFT3WpcucLF3WEx4skQ6-3tbzLJ-wNDoBoCUPgQAvD_BwE
Mild,Calm,Female,35-44,Physical Health Resources,Guided meditation for sleep,https://www.calm.com/sleep
Moderate,Confused,Prefer not to say,25-34,Physical Health Resources,Importance of nutrition for mental health,https://www.helpguide.org/articles/healthy-eating/mental-health-and-food.htm
Mild,Sad,Female,20-24,Physical Health Resources,At home workout apps,https://fit-coach.io/start-age-conf-full-a?branch-name=google&test-name=go29aog&utm_source=google&utm_medium=cpc&campaign_id=20448405528&adgroup_id=156908782246&ad_id=689212208046&utm_term=best%20workout%20app%20no%20equipment&matchtype=e&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZj5pS6Lt_M0dD0on8DF6oILBcdl7M9wQihKNq4qH7T0BMd9Y1KqT9BoCnxEQAvD_BwE
Minimal,Confused,Male,45-54,Physical Health Resources,Best yoga poses for sleep,https://www.cnet.com/health/sleep/best-yoga-poses-for-better-sleep/
Mild,Neutral,Male,55-65,Physical Health Resources,At home HIIT workouts,https://madmuscles.com/step-goal?utm_souce=google&utm_source=google_search&utm_medium=131682052729&utm_campaign=13599463389&utm_content=555878300628&device=c&utm_term=hiit&camp_name=&asn=&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZu38gA5KxjaJd1nrvrYovvUCc9FuL5R_-cJFfEEUdDHFM22y4uSRYhoCMKQQAvD_BwE
Mild,Sad,Male,45-54,Physical Health Resources,9 Habits That IMPROVE Your Sleep,https://www.youtube.com/watch?v=Luq5VA8SY2E
Minimal,Scared,Female,20-24,Physical Health Resources,Tips for Better Sleep,https://www.cdc.gov/sleep/about_sleep/sleep_hygiene.html
Moderate,Sad,Female,20-24,Physical Health Resources,The Benefits of Daily Exercise on Mental Health,https://www.webmd.com/depression/guide/exercise-depression
Mild,Neutral,Male,35-44,Physical Health Resources,How to Start Exercising When You Have Depression,https://www.healthline.com/health/depression/exercise
Minimal,Calm,Female,35-44,Physical Health Resources,5 Easy Daily Exercises for Mental Health,https://www.snapfitness.com/us/blog/5-things-you-can-do-daily-for-your-mental-health
Minimal,Anxious,Female,35-44,Physical Health Resources,What is the Best Diet for the Human Body?,https://www.youtube.com/watch?v=fIQXWTt57WQ
Minimal,Anxious,Female,35-44,Physical Health Resources,Dr. Amen Shares His Daily Routine for a Healthy Brain,https://www.youtube.com/watch?v=XszHDBx0KhY
Minimal,Anxious,Female,25-34,Physical Health Resources,5 Min Home Cardio Workout,https://www.youtube.com/watch?v=EDD4GxHVess
Mild,Anxious,Female,20-24,Physical Health Resources,10 Breathing Exercises For Anxiety,https://www.healthline.com/health/breathing-exercises-for-anxiety
Mild,Anxious,Female,15-19,Physical Health Resources,5 Minute Total Body Toning Workout | The Body Coach TV,https://www.youtube.com/watch?v=Rz0go1pTda8
Mild,Anxious,Female,15-19,Physical Health Resources,The Best Sleep Position For Your Health,https://www.youtube.com/watch?v=AUX9TZKvh6k
Mild,Anxious,Female,55-65,Physical Health Resources,No Equipment Cardio and Toning Workout,https://youtu.be/ml6cT4AZdqI
Mild,Anxious,Female,55-65,Physical Health Resources,BEGINNERS GUIDE TO HEALTHY EATING | 15 healthy eating tips,https://www.youtube.com/watch?v=jwWpTAXu-Sg
Mild,Anxious,Female,55-65,Physical Health Resources,"10-minute Indoor Walking Workout for Seniors, Beginner Exercisers",https://www.youtube.com/watch?v=bO6NNfX_1ns
Mild,Anxious,Female,55-65,Physical Health Resources,Seated Cardio and Abs Workout For Seniors,https://www.youtube.com/watch?v=48sPq0uF-7Q
Mild,Anxious,Female,55-65,Physical Health Resources,"Healthier Tips, Healthy Sleeping Habits",https://www.youtube.com/watch?v=jPU7nGxMbOA
Mild,Anxious,Female,55-65,Physical Health Resources,Senior Balance Training Workout,https://www.youtube.com/watch?v=P9xsYEzYNrE
Mild,Anxious,Female,55-65,Physical Health Resources,The Ideal Diet for Seniors,https://www.youtube.com/watch?v=uDvN2nPkq2Q
Mild,Anxious,Female,55-65,Physical Health Resources,Foods for Seniors: Top 10 Foods to Add to Your Diet,https://www.youtube.com/watch?v=M4UllYxBFqc
Minimal,Happy,Female,20-24,Physical Health Resources,Gentle exercise and relaxation for good mental health,https://www.youtube.com/watch?v=z_JlCQOSI2A
Mild,Anxious,Female,55-65,Physical Health Resources,How lack of sleep affects health and tips for a good night's rest,https://www.youtube.com/watch?v=KpyoDML2eUI
Mild,Anxious,Female,55-65,Physical Health Resources,Stay Active and Independent as a Senior,https://www.youtube.com/watch?v=oephr96aaWE
Mild,Anxious,Female,55-65,Physical Health Resources,Nutrition Tips for the Elderly - HealthXChange,https://www.youtube.com/watch?v=DRomQhvuFWA
Mild,Anxious,Female,55-65,Physical Health Resources,Chair Yoga for Seniors | Seated Exercises for Abs and Arms,https://www.youtube.com/watch?time_continue=493&v=PwBSlIcZk5E&embeds_referring_euri=https%3A%2F%2Fwww.google.com%2F&source_ve_path=MjM4NTE&feature=emb_title
Mild,Anxious,Female,55-65,Physical Health Resources,At-Home Bodyweight Workout for Older Adults,https://www.youtube.com/watch?v=Q8-yFmoZMWM
Mild,Anxious,Female,55-65,Physical Health Resources,Exercises to Improve Balance and Prevent Falls,https://www.healthlinkbc.ca/healthy-eating-physical-activity/age-and-stage/older-adults/preventing-falls-exercises-strength-and
Mild,Anxious,Female,55-65,Physical Health Resources,Senior Exercises: Strength,Cardio and Flexibility Workout
Minimal,Happy,Prefer not to say,15-19,Physical Health Resources,Morning yoga for beginners,https://youtu.be/VaoV1PrYft4
Minimal,Happy,Female,25-34,Physical Health Resources,5-minute morning workout,https://youtu.be/Yzm3fA2HhkQ
Minimal,Anxious,Prefer not to say,15-19,Physical Health Resources,Guided morning stretch routine,https://youtu.be/GLy2rYHwUqY
Severe,Anxious,Female,35-44,Physical Health Resources,Ways to improve gut health naturally,https://www.healthline.com/health/gut-health
Moderate,Anxious,Male,45-54,Physical Health Resources,Stretches for back and neck pain,"https://www.hss.edu/article_back-neck-stretches.asp#:~:text=Turn%20your%20head%20gently%20to,direction%2C%20two%20times%20a%20day."
Minimal,Confused,Female,25-34,Physical Health Resources,Improve sleep hygiene tips,https://www.sleepfoundation.org/sleep-hygiene
Moderate,Anxious,Prefer not to say,15-19,Physical Health Resources,Improve posture exercises,https://www.youtube.com/watch?v=eLfIsFl1Cac
Mild,Scared,Prefer not to say,15-19,Physical Health Resources,Morning mobility flow for seniors,https://www.youtube.com/watch?v=g9h6anH7n0U
Minimal,Sad,Male,55-65,Physical Health Resources,At home cardio workout for seniors,https://www.livestrong.com/article/13730206-quick-low-impact-cardio-workout-seniors/
Moderately Severe,Anxious,Female,25-34,Physical Health Resources,Gentle yoga flow for beginners,https://www.youtube.com/watch?v=zA5oxYvIx0c
Moderate,Calm,Prefer not to say,15-19,Physical Health Resources,The Mental Health Gym podcast,https://podcasts.apple.com/gb/podcast/mental-health-gym/id1689052018
Severe,Sad,Male,55-65,Physical Health Resources,Lower back pain stretches,https://www.precor.com/en-us/education/articles/stretching-exercises-lower-back-pain
Mild,Anxious,Female,25-34,Physical Health Resources,Anxiety reduction supplements guide,https://www.medicalnewstoday.com/articles/325508
Minimal,Calm,Prefer not to say,15-19,Physical Health Resources,The Mental Health Gym podcast,https://podcasts.apple.com/gb/podcast/mental-health-gym/id1689052018
Moderately Severe,Sad,Male,55-65,Physical Health Resources,Gentle bed yoga for seniors tutorial,https://www.youtube.com/watch?v=QKqnhbrV6ms
Moderate,Anxious,Female,25-34,Physical Health Resources,5-minute morning yoga routine tutorial,https://www.youtube.com/watch?v=VaoV1PrYft4
Severe,Calm,Prefer not to say,15-19,Physical Health Resources,CBT worksheets for teenage anxiety,https://positivepsychology.com/cbt-cognitive-behavioral-therapy-techniques-worksheets/
Mild,Sad,Male,55-65,Physical Health Resources,Overcoming Depression - The Depression Cure by Dr Hansa,https://youtu.be/Bk0lzv8hEU8
Minimal,Anxious,Female,25-34,Physical Health Resources,5 Stress-Busting Yoga Poses for Anxiety Relief,https://www.healthline.com/health/anxiety/yoga-for-anxiety
Mild,Anxious,Prefer not to say,35-44,Physical Health Resources,Does Physical Health Affect Your Mental Health ?,https://www.juno.care/blog/physical-mental-health
Mild,Confused,Male,20-24,Physical Health Resources,QUICK 10 Minute Ultimate Beginners Workout Low-Impact | The Body Coach TV,https://www.youtube.com/watch?v=zGf-9VVgCDw
Moderate,Neutral,Male,25-34,Physical Health Resources,The Sleep Routine Every Man Should Do (Science Based),https://www.youtube.com/watch?v=h49TDVnMSKo
Severe,Scared,Female,25-34,Physical Health Resources,How to cope with depression,https://www.nhs.uk/mental-health/self-help/tips-and-support/cope-with-depression/
Moderate,Calm,Female,20-24,Physical Health Resources,My Secrets for Eating a Balanced Diet All Week Long,https://www.youtube.com/watch?v=ge6B0d_1zcg
Mild,Calm,Prefer not to say,25-34,Podcasts,DO THIS Daily Habit To Manifest ABUNDANCE & SUCCESS! | Vishen Lakhiani & Jay Shetty,https://youtu.be/-d1dvrj_fMk
Mild,Neutral,Male,35-44,Podcasts,The Hilarious World of Depression by American Public Media,https://podcasts.apple.com/us/podcast/the-hilarious-world-of-depression/id1181589175
Mild,Anxious,Female,35-44,Podcasts,"Our Counselors on how to handle anxiety, depression and regulating emotions by The Fortitude your emotions",https://youtu.be/dipi0WNpjV0?si=QEdrlYhb9GzqBVhM
Minimal,Sad,Female,20-24,Podcasts,How to conquer sadness and depression,https://youtu.be/8aIghRZN32U?si=BGaBle4s2_UtnAGZ
Mild,Anxious,Male,20-24,Podcasts,The Hilarious World of Depression by American Public Media,https://podcasts.apple.com/us/podcast/the-hilarious-world-of-depression/id1181589175
Moderate,Confused,Prefer not to say,45-54,Podcasts,The Happiness Lab with Dr. Laurie Santos,https://www.youtube.com/@DrLaurieSantos/search?query=mental%20health
Moderately Severe,Scared,Female,20-24,Podcasts,World Leading Psychologist ON Why Youâ€™re FAILING and Why Discomfort Will UNLOCK Success,https://www.youtube.com/watch?v=6y1fcHUOHZI
Moderate,Confused,Male,55-65,Podcasts,Mastering The Mind: A Mental Health Deep Dive | Rich Roll Podcast,https://www.youtube.com/watch?v=mnH_Y5bxbPY
Mild,Happy,Prefer not to say,35-44,Podcasts,Confessions of a depressed comic,https://www.ted.com/talks/kevin_breel_confessions_of_a_depressed_comic
Minimal,Confused,Female,45-54,Podcasts,Tony Robbins ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS! | Jay Shetty,https://www.youtube.com/watch?v=BwjnG45zO5U
Mild,Sad,Prefer not to say,15-19,Podcasts,This is Why You're Not Happy and How to Fix It,https://www.youtube.com/watch?v=Nqs6I2kMW8M
Moderately Severe,Scared,Female,45-54,Podcasts,Overthink podcast,https://overthinkpodcast.com/
Mild,Calm,Female,15-19,Podcasts,Helpful Podcasts for Teens,https://www.commonsensemedia.org/lists/helpful-podcasts-for-teens
Moderate,Sad,Male,25-34,Podcasts,Depression sessions podcast,https://podcasts.apple.com/us/podcast/depression-sessions/id1061535747
Minimal,Confused,Male,15-19,Podcasts,Psychology podcast for happiness,https://www.youtube.com/watch?v=xYhr9NSR0XU
Moderately Severe,Sad,Male,15-19,Podcasts,Happiness podcast,https://www.happinesspodcast.org/
Moderate,Confused,Male,20-24,Podcasts,Happiness and fulfillment podcast,https://podcasts.apple.com/us/podcast/the-quest-for-happiness-and-fulfillment-with-ap/id1524589122?i=1000486510127
Mild,Sad,Male,45-54,Podcasts,Happiness and self-improvement podcast,https://feelinggood.libsyn.com/
Minimal,Anxious,Male,35-44,Podcasts,Happiness and mindfulness podcast,https://podcasts.apple.com/us/podcast/happier-with-gretchen-rubin/id122353441?i=1000465289454
Severe,Scared,Male,45-54,Podcasts,Happiness and mindfulness episodes,https://feelinggood.libsyn.com/
Minimal,Confused,Prefer not to say,20-24,Podcasts,Brain Hack,https://www.youtube.com/watch?v=Zs2yvao1jR0
Moderately Severe,Anxious,Prefer not to say,25-34,Podcasts,The One You Feed,https://oneyoufeed.libsyn.com/
Moderate,Scared,Prefer not to say,45-54,Podcasts,The Anxiety Coaches Podcast,https://theanxietycoachespodcast.com/
Mild,Neutral,Prefer not to say,20-24,Podcasts,Happier with Gretchen Rubin,https://gretchenrubin.com/podcast/
Minimal,Confused,Prefer not to say,45-54,Podcasts,Feeling Good Podcast,https://feelinggood.libsyn.com/
Severe,Anxious,Prefer not to say,20-24,Podcasts,On Purpose with Jay Shetty,https://www.jayshetty.me/podcast
Moderate,Happy,Prefer not to say,45-54,Podcasts,The Happiness Lab,https://www.happinesslab.fm/
Minimal,Confused,Prefer not to say,20-24,Podcasts,How to manage your mental health,https://www.youtube.com/watch?v=rkZl2gsLUp4
Severe,Anxious,Prefer not to say,20-24,Podcasts,The Depression Sessions,https://podcasts.apple.com/us/podcast/the-depression-session/id1057029883
Minimal,Confused,Prefer not to say,20-24,Podcasts,UnF*ck Your Brain,https://podcasts.apple.com/us/podcast/unf-ck-your-brain-feminist-self-help-for-everyone/id1229434818
Moderate,Sad,Male,15-19,Podcasts,Feeling Good Podcast,https://feelinggood.libsyn.com/
Mild,Scared,Male,25-34,Podcasts,Anxiety Slayer Podcast,https://www.anxietyslayer.com/
Minimal,Neutral,Male,35-44,Podcasts,Happier with Gretchen Rubin,https://gretchenrubin.com/podcast/
Severe,Confused,Male,45-54,Podcasts,UnF*ck Your Brain,https://unfuckyourbrain.com/podcast/
Moderate,Anxious,Male,55-65,Podcasts,The One You Feed,https://oneyoufeed.libsyn.com/
Mild,Happy,Male,15-19,Podcasts,The One You Feed,https://oneyoufeed.libsyn.com/
Minimal,Calm,Male,25-34,Podcasts,Feeling Better Podcast,https://feelinggood.libsyn.com/
Moderately Severe,Sad,Male,35-44,Podcasts,The Anxiety Coaches Podcast,https://theanxietycoachespodcast.com/
Moderately Severe,Sad,Female,20-24,Podcasts,"If You STRUGGLE With Stress, Anxiety & Depression, WATCH THIS!",https://www.youtube.com/watch?v=qVFCpvCqQ4I
Moderate,Scared,Male,45-54,Podcasts,Happiness Podcast,https://www.happinesspodcast.org
Minimal,Sad,Prefer not to say,25-34,Podcasts,Happier with Gretchen Rubin,https://gretchenrubin.com/podcast/
Moderately Severe,Neutral,Female,15-19,Podcasts,The One You Feed podcast,https://oneyoufeed.libsyn.com
Moderate,Sad,Male,20-24,Podcasts,DO THIS Everyday To Completely Heal Your BODY & MIND | Dr. Daniel Amen & Jay Shetty,https://www.youtube.com/watch?v=90bxNpimtb8
Mild,Calm,Prefer not to say,25-34,Podcasts,DO THIS Daily Habit To Manifest ABUNDANCE & SUCCESS! | Vishen Lakhiani & Jay Shetty,https://youtu.be/-d1dvrj_fMk
Mild,Neutral,Male,35-44,Podcasts,The Hilarious World of Depression by American Public Media,https://podcasts.apple.com/us/podcast/the-hilarious-world-of-depression/id1181589175
Mild,Anxious,Female,35-44,Podcasts,"Our Counselors on how to handle anxiety, depression and regulating emotions by The Fortitude your emotions",https://youtu.be/dipi0WNpjV0?si=QEdrlYhb9GzqBVhM
Moderate,Anxious,Male,15-19,Podcasts,Anxiety Slayer Podcast,https://www.anxietyslayer.com/
