,Depression level,Mood Level,Gender,Age Range,Category,Recommendation,Link
657,1.0,0,0,5.0,4,Foods for Seniors: Top 10 Foods to Add to Your Diet,https://www.youtube.com/watch?v=M4UllYxBFqc
658,0.0,3,0,1.0,4,Gentle exercise and relaxation for good mental health,https://www.youtube.com/watch?v=z_JlCQOSI2A
659,1.0,0,0,5.0,4,How lack of sleep affects health and tips for a good night's rest,https://www.youtube.com/watch?v=KpyoDML2eUI
660,1.0,0,0,5.0,4,Stay Active and Independent as a Senior,https://www.youtube.com/watch?v=oephr96aaWE
661,1.0,0,0,5.0,4,Nutrition Tips for the Elderly - HealthXChange,https://www.youtube.com/watch?v=DRomQhvuFWA
662,1.0,0,0,5.0,4,Chair Yoga for Seniors | Seated Exercises for Abs and Arms,https://www.youtube.com/watch?time_continue=493&v=PwBSlIcZk5E&embeds_referring_euri=https%3A%2F%2Fwww.google.com%2F&source_ve_path=MjM4NTE&feature=emb_title
663,1.0,0,0,5.0,4,At-Home Bodyweight Workout for Older Adults,https://www.youtube.com/watch?v=Q8-yFmoZMWM
664,1.0,0,0,5.0,4,Exercises to Improve Balance and Prevent Falls,https://www.healthlinkbc.ca/healthy-eating-physical-activity/age-and-stage/older-adults/preventing-falls-exercises-strength-and
665,1.0,0,0,5.0,4,Senior Exercises: Strength,Cardio and Flexibility Workout
666,0.0,3,2,0.0,4,Morning yoga for beginners,https://youtu.be/VaoV1PrYft4
667,0.0,3,0,2.0,4,5-minute morning workout,https://youtu.be/Yzm3fA2HhkQ
668,0.0,0,2,0.0,4,Guided morning stretch routine,https://youtu.be/GLy2rYHwUqY
669,4.0,0,0,3.0,4,Ways to improve gut health naturally,https://www.healthline.com/health/gut-health
670,2.0,0,1,4.0,4,Stretches for back and neck pain,"https://www.hss.edu/article_back-neck-stretches.asp#:~:text=Turn%20your%20head%20gently%20to,direction%2C%20two%20times%20a%20day."
671,0.0,2,0,2.0,4,Improve sleep hygiene tips,https://www.sleepfoundation.org/sleep-hygiene
672,2.0,0,2,0.0,4,Improve posture exercises,https://www.youtube.com/watch?v=eLfIsFl1Cac
673,1.0,6,2,0.0,4,Morning mobility flow for seniors,https://www.youtube.com/watch?v=g9h6anH7n0U
674,0.0,5,1,5.0,4,At home cardio workout for seniors,https://www.livestrong.com/article/13730206-quick-low-impact-cardio-workout-seniors/
675,3.0,0,0,2.0,4,Gentle yoga flow for beginners,https://www.youtube.com/watch?v=zA5oxYvIx0c
676,2.0,1,2,0.0,4,The Mental Health Gym podcast,https://podcasts.apple.com/gb/podcast/mental-health-gym/id1689052018
677,4.0,5,1,5.0,4,Lower back pain stretches,https://www.precor.com/en-us/education/articles/stretching-exercises-lower-back-pain
678,1.0,0,0,2.0,4,Anxiety reduction supplements guide,https://www.medicalnewstoday.com/articles/325508
679,0.0,1,2,0.0,4,The Mental Health Gym podcast,https://podcasts.apple.com/gb/podcast/mental-health-gym/id1689052018
680,3.0,5,1,5.0,4,Gentle bed yoga for seniors tutorial,https://www.youtube.com/watch?v=QKqnhbrV6ms
681,2.0,0,0,2.0,4,5-minute morning yoga routine tutorial,https://www.youtube.com/watch?v=VaoV1PrYft4
682,4.0,1,2,0.0,4,CBT worksheets for teenage anxiety,https://positivepsychology.com/cbt-cognitive-behavioral-therapy-techniques-worksheets/
683,1.0,5,1,5.0,4,Overcoming Depression - The Depression Cure by Dr Hansa,https://youtu.be/Bk0lzv8hEU8
684,0.0,0,0,2.0,4,5 Stress-Busting Yoga Poses for Anxiety Relief,https://www.healthline.com/health/anxiety/yoga-for-anxiety
685,1.0,0,2,3.0,4,Does Physical Health Affect Your Mental Health ?,https://www.juno.care/blog/physical-mental-health
686,1.0,2,1,1.0,4,QUICK 10 Minute Ultimate Beginners Workout Low-Impact | The Body Coach TV,https://www.youtube.com/watch?v=zGf-9VVgCDw
687,2.0,4,1,2.0,4,The Sleep Routine Every Man Should Do (Science Based),https://www.youtube.com/watch?v=h49TDVnMSKo
688,4.0,6,0,2.0,4,How to cope with depression,https://www.nhs.uk/mental-health/self-help/tips-and-support/cope-with-depression/
689,2.0,1,0,1.0,4,My Secrets for Eating a Balanced Diet All Week Long,https://www.youtube.com/watch?v=ge6B0d_1zcg
690,1.0,1,2,2.0,5,DO THIS Daily Habit To Manifest ABUNDANCE & SUCCESS! | Vishen Lakhiani & Jay Shetty,https://youtu.be/-d1dvrj_fMk
691,1.0,4,1,3.0,5,The Hilarious World of Depression by American Public Media,https://podcasts.apple.com/us/podcast/the-hilarious-world-of-depression/id1181589175
692,1.0,0,0,3.0,5,"Our Counselors on how to handle anxiety, depression and regulating emotions by The Fortitude your emotions",https://youtu.be/dipi0WNpjV0?si=QEdrlYhb9GzqBVhM
693,0.0,5,0,1.0,5,How to conquer sadness and depression,https://youtu.be/8aIghRZN32U?si=BGaBle4s2_UtnAGZ
694,1.0,0,1,1.0,5,The Hilarious World of Depression by American Public Media,https://podcasts.apple.com/us/podcast/the-hilarious-world-of-depression/id1181589175
695,2.0,2,2,4.0,5,The Happiness Lab with Dr. Laurie Santos,https://www.youtube.com/@DrLaurieSantos/search?query=mental%20health
696,3.0,6,0,1.0,5,World Leading Psychologist ON Why Youâ€™re FAILING and Why Discomfort Will UNLOCK Success,https://www.youtube.com/watch?v=6y1fcHUOHZI
697,2.0,2,1,5.0,5,Mastering The Mind: A Mental Health Deep Dive | Rich Roll Podcast,https://www.youtube.com/watch?v=mnH_Y5bxbPY
698,1.0,3,2,3.0,5,Confessions of a depressed comic,https://www.ted.com/talks/kevin_breel_confessions_of_a_depressed_comic
699,0.0,2,0,4.0,5,Tony Robbins ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS! | Jay Shetty,https://www.youtube.com/watch?v=BwjnG45zO5U
700,1.0,5,2,0.0,5,This is Why You're Not Happy and How to Fix It,https://www.youtube.com/watch?v=Nqs6I2kMW8M
701,3.0,6,0,4.0,5,Overthink podcast,https://overthinkpodcast.com/
702,1.0,1,0,0.0,5,Helpful Podcasts for Teens,https://www.commonsensemedia.org/lists/helpful-podcasts-for-teens
703,2.0,5,1,2.0,5,Depression sessions podcast,https://podcasts.apple.com/us/podcast/depression-sessions/id1061535747
704,0.0,2,1,0.0,5,Psychology podcast for happiness,https://www.youtube.com/watch?v=xYhr9NSR0XU
705,3.0,5,1,0.0,5,Happiness podcast,https://www.happinesspodcast.org/
706,2.0,2,1,1.0,5,Happiness and fulfillment podcast,https://podcasts.apple.com/us/podcast/the-quest-for-happiness-and-fulfillment-with-ap/id1524589122?i=1000486510127
707,1.0,5,1,4.0,5,Happiness and self-improvement podcast,https://feelinggood.libsyn.com/
708,0.0,0,1,3.0,5,Happiness and mindfulness podcast,https://podcasts.apple.com/us/podcast/happier-with-gretchen-rubin/id122353441?i=1000465289454
709,4.0,6,1,4.0,5,Happiness and mindfulness episodes,https://feelinggood.libsyn.com/
710,0.0,2,2,1.0,5,Brain Hack,https://www.youtube.com/watch?v=Zs2yvao1jR0
711,3.0,0,2,2.0,5,The One You Feed,https://oneyoufeed.libsyn.com/
712,2.0,6,2,4.0,5,The Anxiety Coaches Podcast,https://theanxietycoachespodcast.com/
713,1.0,4,2,1.0,5,Happier with Gretchen Rubin,https://gretchenrubin.com/podcast/
714,0.0,2,2,4.0,5,Feeling Good Podcast,https://feelinggood.libsyn.com/
715,4.0,0,2,1.0,5,On Purpose with Jay Shetty,https://www.jayshetty.me/podcast
716,2.0,3,2,4.0,5,The Happiness Lab,https://www.happinesslab.fm/
717,0.0,2,2,1.0,5,How to manage your mental health,https://www.youtube.com/watch?v=rkZl2gsLUp4
718,4.0,0,2,1.0,5,The Depression Sessions,https://podcasts.apple.com/us/podcast/the-depression-session/id1057029883
719,0.0,2,2,1.0,5,UnF*ck Your Brain,https://podcasts.apple.com/us/podcast/unf-ck-your-brain-feminist-self-help-for-everyone/id1229434818
720,2.0,5,1,0.0,5,Feeling Good Podcast,https://feelinggood.libsyn.com/
721,1.0,6,1,2.0,5,Anxiety Slayer Podcast,https://www.anxietyslayer.com/
722,0.0,4,1,3.0,5,Happier with Gretchen Rubin,https://gretchenrubin.com/podcast/
723,4.0,2,1,4.0,5,UnF*ck Your Brain,https://unfuckyourbrain.com/podcast/
724,2.0,0,1,5.0,5,The One You Feed,https://oneyoufeed.libsyn.com/
725,1.0,3,1,0.0,5,The One You Feed,https://oneyoufeed.libsyn.com/
726,0.0,1,1,2.0,5,Feeling Better Podcast,https://feelinggood.libsyn.com/
727,3.0,5,1,3.0,5,The Anxiety Coaches Podcast,https://theanxietycoachespodcast.com/
728,3.0,5,0,1.0,5,"If You STRUGGLE With Stress, Anxiety & Depression, WATCH THIS!",https://www.youtube.com/watch?v=qVFCpvCqQ4I
729,2.0,6,1,4.0,5,Happiness Podcast,https://www.happinesspodcast.org
730,0.0,5,2,2.0,5,Happier with Gretchen Rubin,https://gretchenrubin.com/podcast/
731,3.0,4,0,0.0,5,The One You Feed podcast,https://oneyoufeed.libsyn.com
732,2.0,5,1,1.0,5,DO THIS Everyday To Completely Heal Your BODY & MIND | Dr. Daniel Amen & Jay Shetty,https://www.youtube.com/watch?v=90bxNpimtb8
733,1.0,1,2,2.0,5,DO THIS Daily Habit To Manifest ABUNDANCE & SUCCESS! | Vishen Lakhiani & Jay Shetty,https://youtu.be/-d1dvrj_fMk
734,1.0,4,1,3.0,5,The Hilarious World of Depression by American Public Media,https://podcasts.apple.com/us/podcast/the-hilarious-world-of-depression/id1181589175
735,1.0,0,0,3.0,5,"Our Counselors on how to handle anxiety, depression and regulating emotions by The Fortitude your emotions",https://youtu.be/dipi0WNpjV0?si=QEdrlYhb9GzqBVhM
736,2.0,0,1,0.0,5,Anxiety Slayer Podcast,https://www.anxietyslayer.com/
737,0.0,2,2,4.0,5,Happier with Gretchen Rubin,https://gretchenrubin.com/podcast/
738,0.0,4,0,2.0,5,Happier with Gretchen Rubin podcast,https://gretchenrubin.com/podcast/
739,0.0,4,0,0.0,5,Happiness Lab podcast,https://www.happinesslab.fm/
740,0.0,1,0,0.0,5,Happier with Gretchen Rubin Podcast,https://gretchenrubin.com/podcast/
741,0.0,1,0,2.0,5,Anxiety Slayer Podcast,https://www.anxietyslayer.com/
742,1.0,4,2,3.0,5,Happier with Gretchen Rubin podcast,https://gretchenrubin.com/podcast
743,2.0,5,0,2.0,5,Happiness Lab Podcast,https://www.happinesslab.fm/
744,2.0,4,1,1.0,5,The Happiness Lab - Self-care strategies,https://www.happinesslab.fm/season-1-episodes/the-power-of-self-care
745,1.0,4,0,2.0,5,Happier with Gretchen Rubin podcast,https://podcasts.apple.com/gb/podcast/happier-with-gretchen-rubin/id969519520
746,1.0,4,1,3.0,5,Happier with Gretchen Rubin,https://podcasts.apple.com/gb/podcast/happier-with-gretchen-rubin/id969519520
747,1.0,4,2,2.0,5,Where Should We Begin? with Esther Perel,https://whereshouldwebegin.estherperel.com/
748,1.0,4,2,2.0,5,Happier with Gretchen Rubin,https://podcasts.apple.com/gb/podcast/happier-with-gretchen-rubin/id969519520
749,4.0,4,0,5.0,5,Mastering The Mind: A Mental Health Deep Dive,https://www.youtube.com/watch?v=mnH_Y5bxbPY
750,2.0,2,0,2.0,5,Feeling Good Podcast,https://feelinggood.com/list-of-feeling-good-podcasts/
751,3.0,4,1,0.0,5,The Mental Health Happy Hour Podcast,https://mentalpod.com/
752,1.0,0,0,5.0,5,Talking Health and Wellbeing Podcast: Mental Health Ireland,https://www.youtube.com/watch?v=FSttc7FLiL8
753,0.0,3,0,1.0,5,Simon Sinek's Life Advice Will Change Your Future,https://www.youtube.com/watch?v=ENIwAZZw8J0
754,0.0,3,0,1.0,5,7 Keys To Better Mental Health | The Mindset Mentor Podcast,https://www.youtube.com/watch?v=L6SBBdGsALw
755,1.0,0,0,5.0,5,Growing Old Is A Blessing | Maria Alejandro,https://www.youtube.com/watch?v=itxI9aNW3UU
756,0.0,3,0,1.0,5,Pressure in your 20s with Bow Anderson,https://www.youtube.com/watch?v=-XyvflFzZkw
757,2.0,2,1,1.0,5,The Positive Mind Podcast,https://www.youtube.com/channel/UCWxGsY66kUXeKuYPRU9fTQQ
758,1.0,5,1,4.0,5,Feel Better Live More podcast,https://podcasts.apple.com/gb/podcast/feel-better-live-more-with-dr-rangan-chatterjee/id1333552422
759,2.0,1,1,1.0,5,Unlocking Us by Brene Brown,https://brenebrown.com/podcast/
760,0.0,1,2,2.0,5,Ten Percent Happier podcast,https://podcasts.apple.com/us/podcast/ten-percent-happier-with-dan-harris/id1087147821
761,2.0,4,2,2.0,5,Happier with Gretchen Rubin,https://gretchenrubin.com/podcast/
762,3.0,1,0,5.0,5,The Happiness Lab,https://www.happinesslab.fm
763,2.0,5,1,5.0,5,Depresh Mode podcast,https://podcasts.apple.com/us/podcast/depresh-mode-with-john-moe/id1557803544
764,4.0,5,0,2.0,5,Happier with Gretchen Ruben podcast,https://podcasts.apple.com/gb/podcast/happier-with-gretchen-rubin/id969519520
765,3.0,4,0,1.0,5,Happiness Lab podcast,https://www.happinesslab.fm
766,2.0,0,2,4.0,5,UnF*ck Your Brain podcast,https://unfuckyourbrain.com/podcast/
767,4.0,4,1,3.0,5,By the Book podcast,https://podcasts.apple.com/us/podcast/by-the-book/id1595118512
768,1.0,2,0,1.0,5,anxiety sucks podcast,https://podcasts.apple.com/us/podcast/anxiety-sucks/id1591446224
769,0.0,3,2,4.0,5,Happier with Gretchen Ruben podcast,https://podcasts.apple.com/podcast/happier-with-gretchen-rubin/id1205189485?i=1000475464477
770,3.0,4,1,3.0,5,The One You Feed podcast,https://oneyoufeed.libsyn.com/
771,2.0,2,0,1.0,5,Feeling Good podcast,https://feelinggood.com/list-of-feeling-good-podcasts/
772,4.0,3,2,4.0,5,Happier with Gretchen Ruben podcast,https://gretchenrubin.com/podcast/
773,1.0,4,1,3.0,5,Feeling Good Podcast by David Burns,https://feelinggood.com
774,0.0,2,0,1.0,5,Margaret Paul Podcast on Inner Bonding,https://innerbonding.com/podcast/
775,3.0,3,2,4.0,5,Happiness Lab podcast,https://www.happinesslab.fm
776,2.0,4,1,3.0,5,Therapy for Black Girls Podcast,https://therapyforblackgirls.com/podcast/
777,0.0,5,0,1.0,5,Mind & Life Podcast: Jon Kabat-Zinn – The Heart of Mindfulness,https://www.youtube.com/watch?v=YC8FfQlNJV0
778,1.0,0,1,1.0,5,The Hilarious World of Depression by American Public Media,https://podcasts.apple.com/us/podcast/the-hilarious-world-of-depression/id1181589175
779,2.0,2,2,4.0,5,The Happiness Lab with Dr. Laurie Santos,https://www.youtube.com/@DrLaurieSantos/search?query=mental%20health
780,3.0,6,0,1.0,5,World Leading Psychologist ON Why You're FAILING and Why Discomfort Will UNLOCK Success,https://www.youtube.com/watch?v=6y1fcHUOHZI
781,2.0,2,1,5.0,5,Mastering The Mind: A Mental Health Deep Dive | Rich Roll Podcast,https://www.youtube.com/watch?v=mnH_Y5bxbPY
782,1.0,3,2,3.0,5,Confessions of a depressed comic,https://www.ted.com/talks/kevin_breel_confessions_of_a_depressed_comic
783,0.0,2,0,4.0,5,Tony Robbins ON: How To BRAINWASH Yourself For Success & Destroy NEGATIVE THOUGHTS! | Jay Shetty,https://www.youtube.com/watch?v=BwjnG45zO5U
784,3.0,5,1,3.0,6,Betterhelp website,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=over+the+phone+therapist_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-300214301918&gad_source=1&gclid=CjwKCAiAlcyuBhBnEiwAOGZ2SyDmvRo7qhaDe5ewit3civo2PPC1KDk8bGU6I0NcTgeZ7du1H1VUvhoChzcQAvD_BwE&not_found=1&gor=start
785,4.0,6,0,4.0,6,Seek for a professional help immediately from a therapist in Doc 990,https://www.doc.lk/?gad_source=1&gclid=CjwKCAiAuNGuBhAkEiwAGId4ajfJF9xKFLlti-kfkdcwtszDzfkL2YHbgsd2W5JReko1xDMv3gKf0RoCTKMQAvD_BwE
786,3.0,2,2,5.0,6,Seek for a professional help from a therapist,https://www.doc.lk/?gad_source=1&gclid=CjwKCAiAuNGuBhAkEiwAGId4ajfJF9xKFLlti-kfkdcwtszDzfkL2YHbgsd2W5JReko1xDMv3gKf0RoCTKMQAvD_BwE
787,3.0,2,1,3.0,6,Sign of High Functioning Depression You Shouldn't Ignore,https://youtu.be/xOe9zR0alO0?si=6wcJkmXZI54l2UBV
788,1.0,4,2,1.0,6,Minor Depression versus Major Depression by Dr. Tracey Marks,https://youtu.be/VfvFE4rKn3c?si=U2hoJ_-g0YQIMfXf
789,3.0,0,2,3.0,6,Betterhelp website,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=over+the+phone+therapist_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-300214301918&gad_source=1&gclid=CjwKCAiAlcyuBhBnEiwAOGZ2SyDmvRo7qhaDe5ewit3civo2PPC1KDk8bGU6I0NcTgeZ7du1H1VUvhoChzcQAvD_BwE&not_found=1&gor=start
790,4.0,2,2,2.0,6,Get professional help immediately from a therapist in Doc 990,https://www.doc.lk/?gad_source=1&gclid=CjwKCAiAuNGuBhAkEiwAGId4ajfJF9xKFLlti-kfkdcwtszDzfkL2YHbgsd2W5JReko1xDMv3gKf0RoCTKMQAvD_BwE
791,4.0,5,0,3.0,6,Get professional help immediately from a therapist in Doc 990,https://www.doc.lk/?gad_source=1&gclid=CjwKCAiAuNGuBhAkEiwAGId4ajfJF9xKFLlti-kfkdcwtszDzfkL2YHbgsd2W5JReko1xDMv3gKf0RoCTKMQAvD_BwE
792,4.0,5,0,5.0,6,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/1
793,2.0,0,2,0.0,6,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics",https://www.therapyroute.com/therapists/sri-lanka/1
794,4.0,0,1,1.0,6,"Psychologists, Counsellors, & Therapists in Sri Lanka",https://frame.doc.lk:8090/all/search?doctor=&hospital=&specialization=90&date=
795,3.0,2,2,4.0,6,Find a Trusted and Qualified Mental Health Practitioner,https://kalyanasl.org/mental-health-therapist-directory/
796,4.0,2,1,3.0,6,The best psychologist in Sri Lanka,https://lankadoctor.com/specialist/specialist-2/psychologist.php
797,3.0,5,2,1.0,6,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/colombo/1
798,3.0,5,2,5.0,6,"Find nearby Therapists, Counsellors, Psychologists, Psychiatrists, Psychoanalysts, and Mental Health Clinics.",https://www.therapyroute.com/therapists/sri-lanka/colombo/1
799,4.0,4,1,1.0,6,Recommendation for a good psychiatrist,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
800,4.0,5,1,0.0,6,Child and Adolescent Psychiatric,https://www.doc.lk/search?doctor=&hospital=0&specialization=158&date=
801,3.0,5,1,5.0,6,Channel Your Doctor From Doc 990,https://www.doc.lk/search?doctor=&hospital=0&specialization=381&date=
802,0.0,4,2,3.0,6,Consult Psychiatrists for Mental Health and Counseling,https://www.odoc.life/consult-psychiatrist/
803,4.0,0,0,0.0,6,Child and Adolescent Psychiatric,https://www.doc.lk/search?doctor=&hospital=0&specialization=158&date=
804,4.0,0,0,3.0,6,Find a therapist through PsychologyToday provider directory,https://www.psychologytoday.com/us/therapists
805,3.0,5,0,5.0,6,Online counseling services,https://www.betterhelp.com/
806,4.0,4,2,0.0,6,Counselling services,https://www.doc.lk/search?specialization=381
807,2.0,4,0,4.0,6,Online therapy provider directory,https://www.psychologytoday.com/us/therapists
808,2.0,5,2,0.0,6,Support groups for depression,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=online+counseling+24+7_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-1479047382145&gad_source=1&gclid=CjwKCAiAuYuvBhApEiwAzq_YiYbbk6fbcqGlubWEKTbGwC2M8NUdlk9933JL6zIS9lpvaQn3BUiDMRoCPdUQAvD_BwE&not_found=1&gor=start
809,1.0,5,0,3.0,6,Directory of counselors and therapists,https://www.psychologytoday.com/us/therapists
810,1.0,3,2,5.0,6,Counselling services,https://www.doc.lk/search?specialization=381
811,0.0,0,0,2.0,6,Directory of mental health professionals,https://www.psychologytoday.com/us/therapists
812,0.0,4,2,0.0,6,Online counselling provider,https://www.betterhelp.com/
813,4.0,6,0,1.0,6,Mental health counselling services,https://www.doc.lk/search?specialization=381
814,3.0,1,2,5.0,6,Find a counselor directory,https://www.psychologytoday.com/us/therapists
815,2.0,5,0,2.0,6,Online counseling services,https://www.betterhelp.com/
816,2.0,2,2,0.0,6,Search for counselors online,https://www.psychologytoday.com/us/therapists
817,3.0,5,0,5.0,6,Mental health counselling,https://www.doc.lk/search?doctor=SILVA&hospital=0&specialization=29&date=
818,4.0,5,1,0.0,6,Youth counselling services,https://shanthimaargam.org/
819,2.0,6,0,0.0,6,Teen counselling services,https://shanthimaargam.org/
820,2.0,1,1,2.0,6,Counselling services,https://www.doc.lk/search?doctor=SILVA&hospital=0&specialization=29&date=
821,1.0,3,0,3.0,6,Counsellor directory,https://www.therapyroute.com/therapists/sri-lanka/1
822,1.0,5,1,5.0,6,Mental health services,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
823,0.0,1,0,0.0,6,Youth counselling center,https://shanthimaargam.org/
824,0.0,6,1,2.0,6,Best Psychiatrist In Sri Lanka,https://doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
825,4.0,5,0,3.0,6,Mental health professionals directory,https://lankadoctor.com/specialist/sri-lanka-psychiatrists.php
826,3.0,4,1,5.0,6,Psychiatrist directory,https://lankadoctor.com/specialist/sri-lanka-psychiatrists.php
827,2.0,6,0,0.0,6,Counselling for teens,https://www.srilnac.org/
828,2.0,2,1,2.0,6,Mental health professionals directory,https://lankadoctor.com/specialist/sri-lanka-psychiatrists.php
829,1.0,4,0,3.0,6,Psychologist directory,https://lankadoctor.com/specialist/specialist-2/psychologist.php
830,4.0,5,1,0.0,6,Youth counselling services,https://www.helpage.info/p/probation-commissioners-office-main-a.html
831,2.0,1,1,2.0,6,Counselling services,https://www.counselling-directory.org.uk/
832,1.0,3,0,3.0,6,Counsellor directory,https://www.counselling-directory.org.uk/
833,1.0,5,1,5.0,6,Mental health services,https://nimh.health.gov.lk/en/
834,0.0,1,0,0.0,6,Youth counselling center,https://www.fpasrilanka.org/en/content/alokaya-counselling-centre
835,0.0,6,1,2.0,6,Counselling services,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=best+online+therapy_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-10846174701&gad_source=1&gclid=CjwKCAiAuYuvBhApEiwAzq_YiZ_93uazPLc_y0V9RGGTAnYEL_lBo3PBKJ_EzyWN02YXG4JIJG4bjhoCUksQAvD_BwE&not_found=1&gor=start
836,4.0,5,0,3.0,6,Mental health professionals directory,https://kalyanasl.org/mental-health-therapist-directory/
837,3.0,4,1,5.0,6,Psychiatrist directory,https://www.yourhealthinmind.org/find-a-psychiatrist
838,2.0,6,0,0.0,6,Counselling for teens,https://www.teencounseling.com/
839,2.0,2,1,2.0,6,Mental Health Counselling,https://www.healthyplace.com/other-info/mental-illness-overview/mental-health-counseling-how-it-works-benefits
840,3.0,5,0,5.0,6,Mental health counselling,https://www.healthyplace.com/other-info/mental-illness-overview/mental-health-counseling-how-it-works-benefits
841,4.0,5,1,0.0,6,Youth counselling services,https://youthfocus.com.au/what-we-do/youth-counselling/
842,2.0,6,0,0.0,6,Teen counselling services,https://www.teencounseling.com/
843,2.0,1,1,2.0,6,Counselling services,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=best+online+therapy_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-10846174701&gad_source=1&gclid=CjwKCAiAuYuvBhApEiwAzq_Yid21PlfRszh3omexsDAz1bSA7-LG9hnsOHs_esHzEr3XkEWAb39xZBoCXOMQAvD_BwE&not_found=1&gor=start
844,1.0,0,0,5.0,6,Doc 990,https://www.doc.lk/search?doctor=&hospital=0&specialization=53&date=
845,1.0,1,2,0.0,6,Psychologist Directory,https://lankadoctor.com/specialist/specialist-2/psychologist.php
846,0.0,3,0,0.0,6,Teen Counselling Services,https://www.srilnac.org/
847,0.0,5,2,2.0,6,Mental Health Counselling,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
848,4.0,1,0,2.0,6,Psychiatrist Directory,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
849,3.0,6,2,3.0,6,Counsellor Directory,https://www.counselling-directory.org.uk/
850,2.0,5,0,3.0,6,Psychologist Directory,https://lankadoctor.com/specialist/specialist-2/psychologist.php
851,2.0,4,2,4.0,6,Mental Health Counselling,https://www.betterhelp.com/george-martinez/get-started/?counselor=74465&start=true&landing_type=general&utm_source=AdWords&utm_campaign=storefront&utm_term=find+therapist_b&utm_content=george-martinez_74465&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZg8GpmGN1kh53VJK5IEsKlVV3XNr-bmxnPomJppWMsc2bboMT-PMFxoC9SEQAvD_BwE&not_found=1&gor=rd_george-martinez&not_found=1
852,1.0,6,0,4.0,6,Mental Health Counselling Services,https://wecareonline.lk/
853,1.0,2,2,5.0,6,Psychiatrist Directory,https://www.psychologytoday.com/us/psychiatrists
854,0.0,4,0,5.0,6,Licensed Counsellors,https://www.srilnac.org/
855,0.0,0,2,0.0,6,Mental Health Counsellor Directory,https://kalyanasl.org/mental-health-therapist-directory/
856,3.0,2,0,0.0,6,Psychologist Directory,https://lankadoctor.com/specialist/specialist-2/psychologist.php
857,4.0,3,2,2.0,6,Licensed Psychiatrists,https://www.odoc.life/consult-psychiatrist/
858,2.0,0,0,2.0,6,Mental Health Counselling Services,https://wecareonline.lk/
859,2.0,1,2,3.0,6,Licensed Counsellors Directory,https://www.therapyroute.com/therapists/sri-lanka/1
860,4.0,6,2,3.0,6,Telehealth Therapy Provider,https://www.betterhelp.com
861,1.0,3,0,3.0,6,EMDR Therapy,https://wecareonline.lk/
862,1.0,4,1,5.0,6,Sri Lanka Sumithrayo,https://srilankasumithrayo.lk/
863,4.0,2,2,3.0,6,Doc 990,https://www.doc.lk/search?id=5022&doctor=&hospital=0&specialization=29&date=
864,1.0,0,0,4.0,6,BetterHelp online therapy,https://www.therapyroute.com/therapists/sri-lanka/1
865,3.0,5,1,3.0,6,Betterhelp website,https://www.betterhelp.com/get-started/?go=true&utm_source=AdWords&utm_medium=Search_PPC_c&utm_term=over+the+phone+therapist_b&utm_content=136971342842&network=g&placement=&target=&matchtype=b&utm_campaign=16805123991&ad_type=text&adposition=&kwd_id=kwd-300214301918&gad_source=1&gclid=CjwKCAiAlcyuBhBnEiwAOGZ2SyDmvRo7qhaDe5ewit3civo2PPC1KDk8bGU6I0NcTgeZ7du1H1VUvhoChzcQAvD_BwE&not_found=1&gor=start
866,4.0,6,0,4.0,6,Seek for a professional help immediately from a therapist in Doc 990,https://www.doc.lk/search?doctor=SILVA&hospital=0&specialization=29&date=
